DISTRICT,RTE,DESCRIPTION,County,City,State,Country,AHEAD_AADT
07,126,"SANTA CLARITA, NORTH JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,28000
07,126,"SANTA CLARITA, SOUTH JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,28000
07,126,"SANTA CLARITA, TOURNEY ROAD (END OF ROUTE)",Los Angeles County,Los Angeles,CA,USA,
07,134,"LOS ANGELES, JCT. RTES. 101/170",Los Angeles County,Los Angeles,CA,USA,190000
07,134,"LOS ANGELES, LANKERSHIM BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,198000
07,134,"LOS ANGELES, CAHUENGA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,216000
07,134,"BURBANK, HOLLYWOOD WAY ",Los Angeles County,Los Angeles,CA,USA,213000
07,134,"BURBANK, RIVERSIDE DRIVE ",Los Angeles County,Los Angeles,CA,USA,217000
07,134,"LOS ANGELES, FOREST LAWN DRIVE ",Los Angeles County,Los Angeles,CA,USA,234000
07,134,"LOS ANGELES, VICTORY BLVD/RIVERSIDE DR",Los Angeles County,Los Angeles,CA,USA,219000
07,134,BEGIN RIGHT ALIGN,Los Angeles County,Los Angeles,CA,USA,109500
07,134,"LOS ANGELES, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,118500
07,134,"LOS ANGELES, END RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,
07,134,BEGIN LEFT ALIGN,Los Angeles County,Los Angeles,CA,USA,109500
07,134,"LOS ANGELES, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,118500
07,134,END LEFT ALIGN,Los Angeles County,Los Angeles,CA,USA,
07,134,"LOS ANGELES, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,237000
07,134,"GLENDALE, CONCORD ST/SAN FERNANDO RD ",Los Angeles County,Los Angeles,CA,USA,242000
07,134,"GLENDALE, PACIFIC AVENUE ",Los Angeles County,Los Angeles,CA,USA,240000
07,134,"GLENDALE, BRAND BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,239000
07,134,"GLENDALE, GLENDALE AVENUE ",Los Angeles County,Los Angeles,CA,USA,234000
07,134,"GLENDALE, VERDUGO ROAD UC",Los Angeles County,Los Angeles,CA,USA,234000
07,134,"GLENDALE, JCT. RTE. 2",Los Angeles County,Los Angeles,CA,USA,205000
07,134,"LOS ANGELES, EAGLE ROCK/FIGUEROA STREET",Los Angeles County,Los Angeles,CA,USA,214000
07,134,"PASADENA, SAN RAFAEL AVENUE ",Los Angeles County,Los Angeles,CA,USA,220000
07,134,"PASADENA, ORANGE GROVE BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,220000
07,134,"PASADENA, JCT. RTES. 210/710",Los Angeles County,Los Angeles,CA,USA,
07,138,"JCT. RTE. 5, BEGIN RIGHT ALIGN",Los Angeles County,Los Angeles,CA,USA,2225
07,138,END RIGHT ALIGN,Los Angeles County,Los Angeles,CA,USA,
07,138,BEGIN LEFT ALIGN,Los Angeles County,Los Angeles,CA,USA,2225
07,138,END LEFT ALIGN,Los Angeles County,Los Angeles,CA,USA,
07,138,GORMAN POST RD,Los Angeles County,Los Angeles,CA,USA,3600
07,138,OLD RIDGE ROUTE ROAD,Los Angeles County,Los Angeles,CA,USA,3400
07,138,245TH ST WEST,Los Angeles County,Los Angeles,CA,USA,3050
07,138,110TH STREET WEST,Los Angeles County,Los Angeles,CA,USA,2750
07,138,JCT. RTE. 14 NORTH,Los Angeles County,Los Angeles,CA,USA,3800
07,138,JCT. RTE. 14 SOUTH,Los Angeles County,Los Angeles,CA,USA,35000
07,138,"PALMDALE, SIERRA HIGHWAY",Los Angeles County,Los Angeles,CA,USA,23500
07,138,"PALMDALE, 10TH STREET EAST",Los Angeles County,Los Angeles,CA,USA,21700
07,138,"PALMDALE, 20TH STREET EAST",Los Angeles County,Los Angeles,CA,USA,21100
07,138,"PALMDALE, 30TH STREET EAST",Los Angeles County,Los Angeles,CA,USA,19600
07,138,"PALMDALE, 35TH STREET EAST",Los Angeles County,Los Angeles,CA,USA,18500
07,138,50TH ST/PALMDALE BLVD,Los Angeles County,Los Angeles,CA,USA,10700
07,138,"PALMDALE, PEARLBLOSSOM HIGHWAY/AVENUE T",Los Angeles County,Los Angeles,CA,USA,18100
07,138,LITTLE ROCK CREEK,Los Angeles County,Los Angeles,CA,USA,17200
07,138,96TH STREET EAST,Los Angeles County,Los Angeles,CA,USA,15000
07,138,LONGVIEW ROAD,Los Angeles County,Los Angeles,CA,USA,12800
07,138,165TH STREET EAST,Los Angeles County,Los Angeles,CA,USA,13100
07,138,JCT. RTE. 18,Los Angeles County,Los Angeles,CA,USA,9200
07,138,LOS ANGELES/SAN BERNARDINO COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,
07,164,GALLATIN ROAD,Los Angeles County,Los Angeles,CA,USA,39500
07,164,SAN GABRIEL BOULEVARD,Los Angeles County,Los Angeles,CA,USA,26000
07,164,JCT. RTE. 60,Los Angeles County,Los Angeles,CA,USA,46000
07,164,"SOUTH EL MONTE, GARVEY AVENUE",Los Angeles County,Los Angeles,CA,USA,77000
07,164,"EL MONTE, JCT. RTE. 10",Los Angeles County,Los Angeles,CA,USA,53000
07,164,"ROSEMEAD, VALLEY BOULEVARD",Los Angeles County,Los Angeles,CA,USA,59000
07,164,"ROSEMEAD, LOWER AZUSA ROAD",Los Angeles County,Los Angeles,CA,USA,40000
07,164,END OF ROUTE,Los Angeles County,Los Angeles,CA,USA,
07,170,"LOS ANGELES, JCT. RTES. 101/134",Los Angeles County,Los Angeles,CA,USA,188000
07,170,"LOS ANGELES, RIVERSIDE DRIVE ",Los Angeles County,Los Angeles,CA,USA,205000
07,170,"LOS ANGELES, MAGNOLIA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,209000
07,170,"LOS ANGELES, BURBANK BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,214000
07,170,"LOS ANGELES, OXNARD ST/LAUREL CANYON BLVD ",Los Angeles County,Los Angeles,CA,USA,212000
07,170,"LOS ANGELES, VICTORY BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,206000
07,170,"LOS ANGELES, SHERMAN WAY ",Los Angeles County,Los Angeles,CA,USA,175000
07,170,"LOS ANGELES, ROSCOE BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,156000
07,170,"LOS ANGELES, SHELDON/ ARLETA STREET",Los Angeles County,Los Angeles,CA,USA,143000
07,170,"LOS ANGELES, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,
07,187,"LOS ANGELES, JCT. RTE. 405",Los Angeles County,Los Angeles,CA,USA,70000
07,187,"LOS ANGELES, JCT. RTE. 10",Los Angeles County,Los Angeles,CA,USA,55000
07,187,"LOS ANGELES, CADILLAC AVENUE",Los Angeles County,Los Angeles,CA,USA,
07,210,"LOS ANGELES, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,84000
07,210,"LOS ANGELES, YARNELL STREET ",Los Angeles County,Los Angeles,CA,USA,82000
07,210,"LOS ANGELES, ROXFORD STREET ",Los Angeles County,Los Angeles,CA,USA,82000
07,210,"LOS ANGELES, POLK STREET ",Los Angeles County,Los Angeles,CA,USA,95000
07,210,"LOS ANGELES, HUBBARD STREET ",Los Angeles County,Los Angeles,CA,USA,117000
07,210,"LOS ANGELES, MACLAY STREET ",Los Angeles County,Los Angeles,CA,USA,131000
07,210,"LOS ANGELES, JCT. RTE. 118",Los Angeles County,Los Angeles,CA,USA,129000
07,210,"LOS ANGELES, OSBORNE STREET/FOOTHILL BLVD ",Los Angeles County,Los Angeles,CA,USA,126000
07,210,"LOS ANGELES, WHEATLAND AVENUE ",Los Angeles County,Los Angeles,CA,USA,127000
07,210,"LOS ANGELES, SUNLAND BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,120000
07,210,"LOS ANGELES,LA TUNA CANYON ROAD ",Los Angeles County,Los Angeles,CA,USA,127000
07,210,"GLENDALE, LOWELL AVENUE ",Los Angeles County,Los Angeles,CA,USA,156000
07,210,"GLENDALE, PENNSYLVANIA AVENUE ",Los Angeles County,Los Angeles,CA,USA,166000
07,210,LA CRESCENTA AVENUE ,Los Angeles County,Los Angeles,CA,USA,186000
07,210,"LA CANADA-FLINTRIDGE, WEST JCT. RTE. 2",Los Angeles County,Los Angeles,CA,USA,131000
07,210,"LA CANADA-FLINTRIDGE, EAST JCT. RTE. 2",Los Angeles County,Los Angeles,CA,USA,126000
07,210,"LA CANADA-FLINTRIDGE, GOULD AVE/FOOTHILL BLVD ",Los Angeles County,Los Angeles,CA,USA,114000
07,210,"LA CANADA-FLINTRIDGE, HAMPTON/FOOTHILL BLVD ",Los Angeles County,Los Angeles,CA,USA,127000
07,210,"LA CANADA-FLINTRIDGE, BERKSHIRE PLACE ",Los Angeles County,Los Angeles,CA,USA,125000
07,210,"PASADENA, ARROYO BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,119000
07,210,"PASADENA, LINCOLN BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,136000
07,210,"PASADENA, MOUNTAIN STREET ",Los Angeles County,Los Angeles,CA,USA,143000
07,210,"PASADENA, JCT. RTES. 134/710",Los Angeles County,Los Angeles,CA,USA,329000
07,210,"PASADENA, LAKE AVENUE ",Los Angeles County,Los Angeles,CA,USA,331000
07,210,"PASADENA, HILL AVENUE ",Los Angeles County,Los Angeles,CA,USA,313000
07,210,"PASADENA, ALLEN AVENUE ",Los Angeles County,Los Angeles,CA,USA,325000
07,210,"PASADENA, ALTADENA DRIVE ",Los Angeles County,Los Angeles,CA,USA,303000
07,210,"PASADENA, SAN GABRIEL BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,301000
07,210,"PASADENA, SIERRA MADRE VILLA ",Los Angeles County,Los Angeles,CA,USA,285000
07,210,"PASADENA, ROSEMEAD BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,274000
07,210,"ARCADIA, BALDWIN AVENUE ",Los Angeles County,Los Angeles,CA,USA,264000
07,210,"ARCADIA, SANTA ANITA AVENUE ",Los Angeles County,Los Angeles,CA,USA,254000
07,210,"MONROVIA, HUNTINGTON DRIVE ",Los Angeles County,Los Angeles,CA,USA,252000
07,210,"MONROVIA, MYRTLE AVENUE ",Los Angeles County,Los Angeles,CA,USA,246000
07,210,"MONROVIA, MOUNTAIN AVENUE ",Los Angeles County,Los Angeles,CA,USA,253000
07,210,"DUARTE, BUENA VISTA STREET ",Los Angeles County,Los Angeles,CA,USA,256000
07,210,"DUARTE, JCT. RTE. 605",Los Angeles County,Los Angeles,CA,USA,269000
07,210,"IRWINDALE, IRWINDALE AVENUE ",Los Angeles County,Los Angeles,CA,USA,257000
07,210,"AZUSA, VERNON AVENUE ",Los Angeles County,Los Angeles,CA,USA,256000
07,210,"AZUSA, AZUSA AVENUE ",Los Angeles County,Los Angeles,CA,USA,249000
07,210,"AZUSA, CITRUS AVENUE ",Los Angeles County,Los Angeles,CA,USA,247000
07,210,"GLENDORA, GRAND AVENUE ",Los Angeles County,Los Angeles,CA,USA,256000
07,210,"GLENDORA, SUNFLOWER AVENUE ",Los Angeles County,Los Angeles,CA,USA,257000
07,210,"GLENDORA, JCT RTE 57",Los Angeles County,Los Angeles,CA,USA,187000
07,210,"SAN DIMAS, SAN DIMAS AVENUE ",Los Angeles County,Los Angeles,CA,USA,193000
07,210,"LA VERNE, JCT. RTE. 66",Los Angeles County,Los Angeles,CA,USA,181000
07,210,"LA VERNE, FRUIT STREET ",Los Angeles County,Los Angeles,CA,USA,181000
07,210,"CLAREMONT, TOWNE AVENUE ",Los Angeles County,Los Angeles,CA,USA,178000
07,210,"CLAREMONT, BASELINE ROAD ",Los Angeles County,Los Angeles,CA,USA,178000
07,210,LOS ANGELES/SAN BERNARDINO COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,
07,213,"LOS ANGELES, 25TH STREET",Los Angeles County,Los Angeles,CA,USA,30500
07,213,"RANCHO PALOS VERDES, AVENDIA APPRENDA ROAD",Los Angeles County,Los Angeles,CA,USA,37500
07,213,"LOMITA, PALOS VERDES DRIVE NORTH",Los Angeles County,Los Angeles,CA,USA,22600
07,213,"LOS ANGELES, JCT. RTE. 1",Los Angeles County,Los Angeles,CA,USA,20900
07,213,"LOS ANGELES, LOMITA BOULEVARD",Los Angeles County,Los Angeles,CA,USA,28500
07,213,"LOS ANGELES, SEPULVEDA BOULEVARD",Los Angeles County,Los Angeles,CA,USA,31500
07,213,CARSON STREET,Los Angeles County,Los Angeles,CA,USA,31500
07,213,W 204TH STREET,Los Angeles County,Los Angeles,CA,USA,
07,405,ORANGE/LOS ANGELES COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,264000
07,405,"LONG BEACH, STUDEBAKER ROAD ",Los Angeles County,Los Angeles,CA,USA,272000
07,405,"LONG BEACH, PALO VERDE AVENUE ",Los Angeles County,Los Angeles,CA,USA,261000
07,405,"LONG BEACH, WOODRUFF AVENUE ",Los Angeles County,Los Angeles,CA,USA,266000
07,405,"LONG BEACH, BELLFLOWER BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,278000
07,405,"LONG BEACH, LAKEWOOD BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,285000
07,405,"LONG BEACH, CHERRY AVENUE ",Los Angeles County,Los Angeles,CA,USA,299000
07,405,"SIGNAL HILL, ORANGE AVENUE ",Los Angeles County,Los Angeles,CA,USA,300000
07,405,"LONG BEACH, ATLANTIC AVENUE ",Los Angeles County,Los Angeles,CA,USA,296000
07,405,SB ON FR WARDLOW/LONG BEACH BLVD and LONG BEACH,Los Angeles County,Los Angeles,CA,USA,294000
07,405,"LONG BEACH, JCT. RTE. 710",Los Angeles County,Los Angeles,CA,USA,281000
07,405,"CARSON, ALAMEDA STREET ",Los Angeles County,Los Angeles,CA,USA,271000
07,405,"CARSON, WILMINGTON AVENUE ",Los Angeles County,Los Angeles,CA,USA,258000
07,405,"CARSON, CARSON STREET ",Los Angeles County,Los Angeles,CA,USA,254000
07,405,"CARSON, AVALON BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,272000
07,405,"CARSON, JCT. RTE. 110",Los Angeles County,Los Angeles,CA,USA,274000
07,405,"LOS ANGELES, VERMONT AVENUE ",Los Angeles County,Los Angeles,CA,USA,286000
07,405,"LOS ANGELES, NORMANDIE AVENUE ",Los Angeles County,Los Angeles,CA,USA,268000
07,405,"LOS ANGELES, WESTERN AVENUE ",Los Angeles County,Los Angeles,CA,USA,257000
07,405,"TORRANCE, CRENSHAW BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,251000
07,405,"TORRANCE, ARTESIA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,256000
07,405,"LAWNDALE, HAWTHORNE BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,269000
07,405,"LAWNDALE, INGLEWOOD AVENUE ",Los Angeles County,Los Angeles,CA,USA,282000
07,405,"HAWTHORNE, ROSECRANS AVENUE ",Los Angeles County,Los Angeles,CA,USA,311000
07,405,"HAWTHORNE, EL SEGUNDO BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,252000
07,405,"LOS ANGELES, JCT. RTE 105",Los Angeles County,Los Angeles,CA,USA,326000
07,405,"INGLEWOOD, CENTURY BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,323000
07,405,"INGLEWOOD, MANCHESTER BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,283000
07,405,"LOS ANGELES, LA TIJERA BLVD/HOWARD HUGHES PKWY ",Los Angeles County,Los Angeles,CA,USA,309000
07,405,"CULVER CITY, JCT. RTE. 90",Los Angeles County,Los Angeles,CA,USA,316000
07,405,"CULVER CITY, CULVER BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,326000
07,405,"CULVER CITY, JCT. RTE. 187",Los Angeles County,Los Angeles,CA,USA,331000
07,405,"LOS ANGELES, JCT. RTE. 10",Los Angeles County,Los Angeles,CA,USA,303000
07,405,"LOS ANGELES, OLYMPIC BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,327000
07,405,"LOS ANGELES, JCT. RTE. 2",Los Angeles County,Los Angeles,CA,USA,310000
07,405,"LOS ANGELES, WILSHIRE BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,285000
07,405,"LOS ANGELES, WATERFORD ST/MONTANA AVE",Los Angeles County,Los Angeles,CA,USA,278000
07,405,"LOS ANGELES, SUNSET BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,281000
07,405,"LOS ANGELES, MORAGA DRIVE ",Los Angeles County,Los Angeles,CA,USA,285000
07,405,"LOS ANGELES, GETTY CENTER DRIVE ",Los Angeles County,Los Angeles,CA,USA,282000
07,405,"LOS ANGELES, MULHOLLAND DRIVE ",Los Angeles County,Los Angeles,CA,USA,283000
07,405,"LOS ANGELES, JCT. RTE. 101",Los Angeles County,Los Angeles,CA,USA,224000
07,405,"LOS ANGELES, BURBANK BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,224000
07,405,"LOS ANGELES, VICTORY BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,219000
07,405,"LOS ANGELES, SHERMAN WAY ",Los Angeles County,Los Angeles,CA,USA,217000
07,405,"LOS ANGELES, ROSCOE BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,216000
07,405,"LOS ANGELES, NORDHOFF STREET ",Los Angeles County,Los Angeles,CA,USA,218000
07,405,"LOS ANGELES, JCT. RTE. 118",Los Angeles County,Los Angeles,CA,USA,154000
07,405,"LOS ANGELES, SAN FERNANDO MISSION BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,147000
07,405,"LOS ANGELES, RINALDI STREET ",Los Angeles County,Los Angeles,CA,USA,147000
07,405,"LOS ANGELES, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,
07,605,ORANGE/LOS ANGELES COUNTY LINE,Los Angeles County,Los Angeles,CA,USA,170000
07,605,"LONG BEACH, SPRING STREET ",Los Angeles County,Los Angeles,CA,USA,187000
07,605,"LAKEWOOD, CARSON STREET ",Los Angeles County,Los Angeles,CA,USA,202000
07,605,"CERRITOS, DEL AMO BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,218000
07,605,"CERRITOS, SOUTH STREET ",Los Angeles County,Los Angeles,CA,USA,246000
07,605,"CERRITOS, JCT. RTE. 91",Los Angeles County,Los Angeles,CA,USA,301000
07,605,"NORWALK, ALONDRA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,303000
07,605,"NORWALK, JCT. RTE. 105",Los Angeles County,Los Angeles,CA,USA,299000
07,605,"SANTA FE SPRINGS, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,248000
07,605,"SANTA FE SPRINGS, TELEGRAPH ROAD ",Los Angeles County,Los Angeles,CA,USA,227000
07,605,SLAUSON AVENUE ,Los Angeles County,Los Angeles,CA,USA,230000
07,605,WASHINGTON BOULEVARD ,Los Angeles County,Los Angeles,CA,USA,240000
07,605,"WHITTIER, JCT. RTE. 72",Los Angeles County,Los Angeles,CA,USA,248000
07,605,"PICO RIVERA, BEVERLY BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,252000
07,605,"PICO RIVERA, ROSE HILLS ROAD ",Los Angeles County,Los Angeles,CA,USA,259000
07,605,"INDUSTRY, PECK ROAD ",Los Angeles County,Los Angeles,CA,USA,253000
07,605,"INDUSTRY, JCT. RTE. 60",Los Angeles County,Los Angeles,CA,USA,230000
07,605,"INDUSTRY, VALLEY BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,238000
07,605,"BALDWIN PARK, JCT. RTE. 10",Los Angeles County,Los Angeles,CA,USA,197000
07,605,"BALDWIN PARK, RAMONA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,190000
07,605,"IRWINDALE, LOWER AZUSA ROAD/LOS ANGELES ST",Los Angeles County,Los Angeles,CA,USA,176000
07,605,"IRWINDALE, LIVE OAK AVENUE ",Los Angeles County,Los Angeles,CA,USA,146000
07,605,"IRWINDALE, ARROW HIGHWAY ",Los Angeles County,Los Angeles,CA,USA,160000
07,605,"IRWINDALE, JCT. RTE. 210",Los Angeles County,Los Angeles,CA,USA,160000
07,605,JCT. RTE. 210,Los Angeles County,Los Angeles,CA,USA,
07,710,"LONG BEACH, BEGIN ROUTE 710",Los Angeles County,Los Angeles,CA,USA,58000
07,710,"LONG BEACH, OCEAN/HARBOR SCENIC/PICO AVE ",Los Angeles County,Los Angeles,CA,USA,60000
07,710,"LONG BEACH, SHORELINE DRIVE ",Los Angeles County,Los Angeles,CA,USA,118000
07,710,"LONG BEACH, ANAHEIM STREET ",Los Angeles County,Los Angeles,CA,USA,133000
07,710,"LONG BEACH, JCT. RTE. 1",Los Angeles County,Los Angeles,CA,USA,153000
07,710,"LONG BEACH, WILLOW STREET ",Los Angeles County,Los Angeles,CA,USA,169000
07,710,"LONG BEACH, JCT. RTE. 405",Los Angeles County,Los Angeles,CA,USA,186000
07,710,"LONG BEACH, DEL AMO BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,190000
07,710,"LONG BEACH, LONG BEACH BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,199000
07,710,"LONG BEACH, JCT. RTE. 91",Los Angeles County,Los Angeles,CA,USA,233000
07,710,"COMPTON, ALONDRA BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,240000
07,710,"LYNWOOD, JCT. RTE. 105",Los Angeles County,Los Angeles,CA,USA,241000
07,710,"SOUTH GATE, IMPERIAL HIGHWAY ",Los Angeles County,Los Angeles,CA,USA,225000
07,710,"SOUTH GATE, FIRESTONE BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,213000
07,710,"BELL, FLORENCE AVENUE ",Los Angeles County,Los Angeles,CA,USA,207000
07,710,"BELL, ATLANTIC BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,217000
07,710,"COMMERCE, WASHINGTON BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,216000
07,710,"COMMERCE, JCT. RTE. 5",Los Angeles County,Los Angeles,CA,USA,178000
07,710,WHITTIER BOULEVARD ,Los Angeles County,Los Angeles,CA,USA,192000
07,710,JCT. RTE. 60,Los Angeles County,Los Angeles,CA,USA,127000
07,710,"MONTEREY PARK, JCT. RTE. 10",Los Angeles County,Los Angeles,CA,USA,45500
07,710,"LOS ANGELES, VALLEY BOULEVARD",Los Angeles County,Los Angeles,CA,USA,45500
07,710,"PASADENA, ON PASADENA AVE AT COLUMBIA ST",Los Angeles County,Los Angeles,CA,USA,25500
07,710,"PASADENA, ON PASADENA S BELLEFONTAINE ONE WAY",Los Angeles County,Los Angeles,CA,USA,17700
07,710,"PASADENA, ON ST. JOHN AT BELLEFONTAINE ONE WAY",Los Angeles County,Los Angeles,CA,USA,16700
07,710,"PASADENA, ON PASADENA/BELLEFONTAINE ONE WAY",Los Angeles County,Los Angeles,CA,USA,14800
07,710,"PASADENA, ON ST JOHN/BELLEFONTAINE ONE WAY",Los Angeles County,Los Angeles,CA,USA,13300
07,710,"PASADENA, ON PASADENA/CALIFORNIA ONE WAY",Los Angeles County,Los Angeles,CA,USA,26500
07,710,PASADENA,Los Angeles County,Los Angeles,CA,USA,47000
07,710,"PASADENA, DEL MAR BOULEVARD ",Los Angeles County,Los Angeles,CA,USA,66000
07,710,"PASADENA, ON PASADENA AVE END OF NB COUPLET",Los Angeles County,Los Angeles,CA,USA,66000
07,710,"PASADENA, JCT. RTES. 134/210",Los Angeles County,Los Angeles,CA,USA,
